loan_id,age,annual_income,employment_years,employment_type,credit_score_orig,credit_score_current,score_change,loan_type,loan_amount,outstanding_balance,credit_limit,drawn_balance,undrawn_balance,utilization_rate,remaining_months,interest_rate,debt_to_income,ltv_ratio,collateral_value,num_delinquencies,days_past_due,default_flag,recovery_rate,lgd_true,ead_true,ccf_true,pd_true,stage
LN005615,50,48023.13,10.5,CLT,723,653,-70,Imobiliario,200778.13,163366.86,200778.13,163366.86,0.0,0.8137,300,0.1085,1.4288,0.6668,245005.84,0,0,0,0.8317,0.1683,163366.86,0.6709,0.027898,1
LN005616,58,79370.28,13.1,CNPJ,669,569,-100,Veiculos,39266.93,15234.99,39266.93,15234.99,0.0,0.388,25,0.1549,0.0806,0.331,46021.73,0,0,0,0.7574,0.2426,15234.99,0.6362,0.008084,1
LN005617,61,39168.61,8.3,Aposentado,780,844,64,Imobiliario,183455.99,61837.63,183455.99,61837.63,0.0,0.3371,237,0.068,0.6631,0.2435,253976.1,0,0,0,0.6561,0.3439,61837.63,0.5651,0.009624,1
LN005618,31,43864.12,8.1,CLT,724,664,-60,Pessoal,28455.35,18931.02,28455.35,18931.02,0.0,0.6653,13,0.3357,0.1813,2.0,208.6,0,0,0,0.1166,0.8834,18931.02,0.6833,0.008634,1
LN005619,67,48402.73,12.7,CLT,571,563,-8,Imobiliario,432339.54,65769.46,432339.54,65769.46,0.0,0.1521,345,0.0885,0.5707,0.116,567021.38,0,0,0,0.6867,0.3133,65769.46,0.6038,0.013386,1
LN005620,30,213735.4,19.3,Aposentado,266,200,-66,Veiculos,59174.88,42109.55,59174.88,42109.55,0.0,0.7116,79,0.1579,0.0827,0.6179,68154.65,0,0,0,0.657,0.343,42109.55,0.635,0.074708,1
LN005621,23,16446.5,17.0,Aposentado,606,563,-43,Cartao,7176.74,1750.28,19931.44,4284.76,15646.68,0.215,41,0.4003,0.0447,2.0,567.18,0,0,0,0.0637,0.9363,13329.82,0.5781,0.010811,1
LN005622,24,75061.88,11.2,CLT,655,631,-24,Pessoal,10578.92,7532.1,10578.92,7532.1,0.0,0.712,23,0.2685,0.0421,2.0,528.9,1,30,0,0.1305,0.8695,7532.1,0.6805,0.026787,2
LN005623,32,45950.94,20.2,Autonomo,656,611,-45,Empresarial,207729.55,153576.09,8674.25,2139.59,6534.66,0.2467,16,0.1484,1.4037,2.0,16526.76,2,15,1,0.138,0.862,6236.99,0.627,0.246963,3
LN005624,65,35723.87,4.9,Autonomo,626,572,-54,Imobiliario,194534.93,169423.95,194534.93,169423.95,0.0,0.8709,206,0.0826,1.9919,0.5754,294438.83,3,60,0,0.535,0.465,169423.95,0.7563,0.401538,2
LN005625,32,45223.89,36.5,CLT,580,568,-12,Imobiliario,237422.11,136656.77,237422.11,136656.77,0.0,0.5756,87,0.0928,1.2691,0.4354,313880.49,0,0,0,0.7224,0.2776,136656.77,0.672,0.030212,1
LN005626,56,83599.65,5.2,Servidor_Publico,539,598,59,Veiculos,51525.44,23412.88,51525.44,23412.88,0.0,0.4544,61,0.1445,0.1176,0.3776,62006.06,1,45,0,0.5591,0.4409,23412.88,0.6549,0.024413,2
LN005627,42,86763.42,10.7,CLT,515,429,-86,Imobiliario,372926.72,211227.36,372926.72,211227.36,0.0,0.5664,142,0.1158,1.0225,0.4918,429499.8,1,90,0,0.7075,0.2925,211227.36,0.7526,0.614062,2
LN005628,23,61139.36,12.6,Autonomo,706,501,-205,Imobiliario,179993.5,146286.44,179993.5,146286.44,0.0,0.8127,257,0.0769,1.0049,0.7023,208283.84,0,0,0,0.7131,0.2869,146286.44,0.6925,0.104117,2
LN005629,44,110225.31,12.9,CLT,791,868,77,Imobiliario,410821.52,232344.06,410821.52,232344.06,0.0,0.5656,120,0.1218,0.8853,0.4299,540490.4,0,0,0,0.7038,0.2962,232344.06,0.6256,0.009693,1
LN005630,23,123592.04,19.1,Servidor_Publico,487,422,-65,Pessoal,20664.55,9443.49,20664.55,9443.49,0.0,0.457,33,0.1367,0.0321,2.0,3203.43,0,0,0,0.0832,0.9168,9443.49,0.6526,0.016893,1
LN005631,45,92101.3,6.4,Autonomo,642,584,-58,Veiculos,14608.63,12313.94,14608.63,12313.94,0.0,0.8429,36,0.1444,0.0562,0.6998,17596.61,1,60,0,0.5456,0.4544,12313.94,0.6114,0.031155,2
LN005632,49,37986.07,13.4,CLT,752,696,-56,Imobiliario,230211.72,181225.38,230211.72,181225.38,0.0,0.7872,343,0.104,2.0,0.613,295641.68,0,0,0,0.7565,0.2435,181225.38,0.7386,0.017644,1
LN005633,48,74711.33,16.2,Servidor_Publico,625,510,-115,Veiculos,32723.55,22936.23,32723.55,22936.23,0.0,0.7009,56,0.185,0.1289,0.5539,41406.61,0,0,0,0.6332,0.3668,22936.23,0.5581,0.00407,2
LN005634,36,74942.8,20.6,CLT,743,698,-45,Cartao,12086.41,8081.18,12685.81,7589.12,5096.69,0.5982,33,0.1771,0.0453,2.0,1950.78,0,0,0,0.0551,0.9449,10489.71,0.5691,0.004335,1
LN005635,60,31883.36,9.3,CLT,790,754,-36,Imobiliario,186820.66,112020.89,186820.66,112020.89,0.0,0.5996,299,0.116,1.4757,0.4328,258800.23,0,0,0,0.7957,0.2043,112020.89,0.6046,0.025743,1
LN005636,51,19533.08,11.9,Aposentado,701,718,17,Veiculos,14025.02,11808.64,14025.02,11808.64,0.0,0.842,65,0.179,0.2539,0.6597,17900.0,1,120,0,0.6774,0.3226,11808.64,0.6533,0.051244,2
LN005637,34,15000.0,11.0,Aposentado,585,528,-57,Empresarial,99451.71,79779.5,5285.39,1681.5,3603.89,0.3181,34,0.3235,2.0,2.0,11856.92,4,90,0,0.2079,0.7921,4054.05,0.6583,0.787763,2
LN005638,43,56693.0,15.7,Servidor_Publico,820,621,-199,Imobiliario,769263.1,378539.51,769263.1,378539.51,0.0,0.4921,72,0.104,2.0,0.3982,950540.33,1,15,0,0.8313,0.1687,378539.51,0.4977,0.074591,2
LN005639,27,65757.29,15.8,Autonomo,615,499,-116,Pessoal,19263.24,14315.63,19263.24,14315.63,0.0,0.7432,27,0.325,0.0914,2.0,865.68,0,0,0,0.0762,0.9238,14315.63,0.6667,0.041601,2
LN005640,68,25130.61,9.1,CLT,615,683,68,Pessoal,16544.38,12512.1,16544.38,12512.1,0.0,0.7563,25,0.1331,0.2091,2.0,2295.03,0,0,0,0.1104,0.8896,12512.1,0.7436,0.00617,1
LN005641,59,106929.07,10.9,CNPJ,716,637,-79,Veiculos,17508.38,16093.42,17508.38,16093.42,0.0,0.9192,44,0.1678,0.0632,0.8628,18653.26,0,0,0,0.3733,0.6267,16093.42,0.7183,0.005631,1
LN005642,36,59810.82,11.4,Autonomo,610,635,25,Cartao,7486.25,2983.92,12702.59,1976.17,10726.42,0.1556,40,0.4477,0.021,2.0,649.09,1,60,0,0.0824,0.9176,7808.0,0.5437,0.072547,2
LN005643,55,130241.3,5.8,Autonomo,620,551,-69,Pessoal,2489.22,1409.5,2489.22,1409.5,0.0,0.5662,21,0.2134,0.0045,2.0,323.41,1,30,0,0.1527,0.8473,1409.5,0.704,0.072393,2
LN005644,55,68930.11,13.8,CLT,601,646,45,Pessoal,17433.62,15239.22,17433.62,15239.22,0.0,0.8741,18,0.2583,0.0929,2.0,3345.03,0,0,0,0.1424,0.8576,15239.22,0.5549,0.007187,1
LN005645,52,27089.0,13.5,CLT,626,618,-8,Imobiliario,302299.7,274754.97,302299.7,274754.97,0.0,0.9089,265,0.1192,2.0,0.6966,394408.46,0,0,0,0.6043,0.3957,274754.97,0.5836,0.03863,1
LN005646,24,72975.77,5.8,Servidor_Publico,675,551,-124,Veiculos,22302.74,19530.14,22302.74,19530.14,0.0,0.8757,54,0.1199,0.1124,0.7151,27310.53,1,15,0,0.523,0.477,19530.14,0.6518,0.012706,2
LN005647,65,83748.37,14.3,CLT,393,290,-103,Imobiliario,421585.71,64274.89,421585.71,64274.89,0.0,0.1525,223,0.1017,0.3223,0.1303,493180.39,0,0,0,0.7792,0.2208,64274.89,0.6959,0.039094,2
LN005648,69,37950.75,39.4,Autonomo,637,510,-127,Imobiliario,121900.27,58857.69,121900.27,58857.69,0.0,0.4828,164,0.0977,0.6514,0.3308,177933.44,3,15,0,0.7954,0.2046,58857.69,0.6384,0.240772,2
LN005649,70,21218.73,6.9,CLT,420,473,53,Veiculos,41190.15,8062.44,41190.15,8062.44,0.0,0.1957,69,0.1171,0.1596,0.1857,43426.48,0,0,0,0.5569,0.4431,8062.44,0.6997,0.011576,1
LN005650,71,57825.92,5.8,CNPJ,597,487,-110,Imobiliario,478699.68,131740.56,478699.68,131740.56,0.0,0.2752,172,0.1263,0.9569,0.1993,661133.53,0,0,0,0.5405,0.4595,131740.56,0.6244,0.117641,2
LN005651,68,28267.02,16.1,CLT,693,650,-43,Imobiliario,222615.46,198958.2,222615.46,198958.2,0.0,0.8937,137,0.0887,2.0,0.6249,318405.48,0,0,0,0.7598,0.2402,198958.2,0.6428,0.034243,1
LN005652,58,112260.46,9.1,Servidor_Publico,607,585,-22,Empresarial,170016.8,133305.53,9035.64,3178.64,5857.0,0.3518,31,0.1385,0.4987,2.0,13834.5,2,15,0,0.251,0.749,6732.52,0.6068,0.05897,1
LN005653,24,41578.36,19.1,Aposentado,741,742,1,Cartao,10704.19,5834.19,16311.49,1424.86,14886.63,0.0874,11,0.2106,0.0589,1.0,49.59,3,45,0,0.0874,0.9126,11107.87,0.6504,0.014113,2
LN005654,45,166207.24,10.6,CNPJ,695,645,-50,Imobiliario,301781.55,188937.42,301781.55,188937.42,0.0,0.6261,186,0.1258,0.4774,0.5099,370568.42,0,0,0,0.7383,0.2617,188937.42,0.5504,0.00645,1
LN005655,34,15000.0,7.8,Aposentado,369,235,-134,Imobiliario,275517.36,156675.98,275517.36,156675.98,0.0,0.5687,331,0.1105,2.0,0.3941,397574.57,0,0,0,0.6855,0.3145,156675.98,0.6274,0.352149,2
LN005656,32,59137.3,10.5,CLT,805,699,-106,Imobiliario,206498.86,120298.3,206498.86,120298.3,0.0,0.5826,248,0.0747,0.8544,0.5058,237848.31,1,90,0,0.6924,0.3076,120298.3,0.7377,0.137275,2
LN005657,63,137187.68,15.8,CLT,682,588,-94,Imobiliario,158324.98,117491.75,158324.98,117491.75,0.0,0.7421,200,0.0824,0.3597,0.5641,208285.93,0,0,0,0.6018,0.3982,117491.75,0.5671,0.004337,1
LN005658,62,30372.78,15.5,Autonomo,576,362,-214,Imobiliario,1163302.08,1039153.4,1163302.08,1039153.4,0.0,0.8933,148,0.0799,2.0,0.6113,1699879.38,0,0,1,0.7103,0.2897,1039153.4,0.6449,0.238154,3
LN005659,48,48850.48,4.5,CLT,588,605,17,Pessoal,6176.64,3415.32,6176.64,3415.32,0.0,0.5529,30,0.2097,0.0294,1.0,58.65,2,60,0,0.1297,0.8703,3415.32,0.5863,0.051399,2
LN005660,58,41690.43,15.8,CLT,378,400,22,Imobiliario,317826.87,140091.1,317826.87,140091.1,0.0,0.4408,333,0.1139,1.4113,0.3954,354329.55,0,0,0,0.668,0.332,140091.1,0.6457,0.160324,1
LN005661,28,34736.66,11.5,Servidor_Publico,678,582,-96,Cartao,15292.74,7902.5,19359.95,10060.6,9299.35,0.5197,35,0.3022,0.0955,2.0,2392.13,0,0,0,0.0704,0.9296,15769.09,0.6139,0.010132,1
LN005662,33,63513.31,12.1,CLT,734,816,82,Empresarial,83006.41,22593.19,15230.83,1491.18,13739.65,0.0979,29,0.1577,0.1494,2.0,1699.55,4,45,0,0.1799,0.8201,7794.35,0.4588,0.050435,2
LN005663,65,23341.21,13.8,Autonomo,561,538,-23,Imobiliario,262340.46,225709.35,262340.46,225709.35,0.0,0.8604,134,0.0734,2.0,0.5867,384695.34,4,30,0,0.6515,0.3485,225709.35,0.5904,0.448033,2
LN005664,44,50406.24,5.7,CNPJ,532,580,48,Veiculos,38373.33,19513.54,38373.33,19513.54,0.0,0.5085,17,0.0977,0.1626,0.4321,45164.65,0,0,0,0.637,0.363,19513.54,0.5424,0.003449,1
LN005665,49,75765.34,4.4,CLT,668,711,43,Imobiliario,231749.83,94954.72,231749.83,94954.72,0.0,0.4097,355,0.1139,0.5264,0.3346,283776.03,0,0,0,0.7358,0.2642,94954.72,0.676,0.00646,1
LN005666,45,47107.57,4.6,CLT,805,779,-26,Pessoal,41114.4,29992.98,41114.4,29992.98,0.0,0.7295,34,0.2303,0.2674,2.0,2998.75,0,0,0,0.1316,0.8684,29992.98,0.6723,0.006157,1
LN005667,32,28278.79,18.5,CLT,791,623,-168,Imobiliario,238239.75,62381.66,238239.75,62381.66,0.0,0.2618,282,0.0683,0.9265,0.2045,305035.81,2,15,0,0.7367,0.2633,62381.66,0.5079,0.090741,2
LN005668,63,105833.3,18.4,Servidor_Publico,757,756,-1,Veiculos,43523.51,17742.55,43523.51,17742.55,0.0,0.4077,29,0.1582,0.0704,0.3132,56653.49,0,0,0,0.5756,0.4244,17742.55,0.5421,0.000945,1
LN005669,59,87087.36,2.1,CLT,912,936,24,Veiculos,48842.25,45961.51,48842.25,45961.51,0.0,0.941,55,0.1729,0.2217,0.737,62365.55,0,0,0,0.2839,0.7161,45961.51,0.7202,0.00036,1
LN005670,56,27535.42,10.9,Autonomo,770,706,-64,Empresarial,89482.14,54348.39,27366.15,8549.34,18816.81,0.3124,28,0.1838,0.829,2.0,1936.47,0,0,0,0.4478,0.5522,19175.95,0.5647,0.086062,1
LN005671,39,23361.16,8.2,CLT,800,797,-3,Imobiliario,237474.42,122461.16,237474.42,122461.16,0.0,0.5157,176,0.1292,2.0,0.3435,356464.41,4,15,0,0.7593,0.2407,122461.16,0.6646,0.065633,2
LN005672,54,29180.3,6.2,CLT,661,643,-18,Imobiliario,184093.88,92396.33,184093.88,92396.33,0.0,0.5019,163,0.0721,1.3299,0.367,251771.03,0,0,0,0.7839,0.2161,92396.33,0.6931,0.044658,1
LN005673,69,77221.06,20.5,CNPJ,604,517,-87,Imobiliario,271331.75,158466.97,271331.75,158466.97,0.0,0.584,75,0.0607,0.8619,0.4746,333871.92,0,0,0,0.6803,0.3197,158466.97,0.6129,0.039816,1
LN005674,54,64803.99,22.7,CLT,797,774,-23,Imobiliario,275554.35,219043.79,275554.35,219043.79,0.0,0.7949,181,0.0994,1.4196,0.606,361472.66,0,0,0,0.7444,0.2556,219043.79,0.6854,0.012575,1
LN005675,46,90540.61,12.4,CNPJ,522,468,-54,Pessoal,29470.22,13993.49,29470.22,13993.49,0.0,0.4748,37,0.2799,0.0649,2.0,953.44,0,0,1,0.1332,0.8668,13993.49,0.549,0.033201,3
LN005676,35,43826.87,7.9,CNPJ,705,718,13,Empresarial,46055.54,18193.52,12417.29,7322.35,5094.94,0.5897,39,0.2818,0.1744,2.0,3982.24,1,45,0,0.1707,0.8293,10614.88,0.6462,0.024106,2
LN005677,48,29700.61,8.8,CLT,570,510,-60,Pessoal,34933.99,16095.68,34933.99,16095.68,0.0,0.4607,32,0.1233,0.2276,2.0,4350.64,0,0,0,0.1849,0.8151,16095.68,0.5293,0.023261,1
LN005678,40,98444.7,5.5,CNPJ,694,625,-69,Pessoal,27513.77,16767.63,27513.77,16767.63,0.0,0.6094,41,0.2972,0.0715,2.0,754.23,4,15,0,0.057,0.943,16767.63,0.7201,0.077277,1
LN005679,52,37807.34,8.7,Aposentado,684,546,-138,Pessoal,1905.01,1464.99,1905.01,1464.99,0.0,0.769,19,0.1334,0.0163,2.0,300.04,0,0,0,0.073,0.927,1464.99,0.6204,0.018118,2
LN005680,24,61160.46,6.7,CLT,671,821,150,Imobiliario,443513.92,156709.18,443513.92,156709.18,0.0,0.3533,344,0.0913,1.0762,0.2672,586512.13,0,0,0,0.6697,0.3303,156709.18,0.5689,0.018787,1
LN005681,31,19782.42,21.9,CNPJ,647,598,-49,Empresarial,49578.73,26432.65,24956.58,1024.44,23932.15,0.041,23,0.1408,0.5612,2.0,5948.13,0,0,0,0.2887,0.7113,14133.26,0.5477,0.0206,1
LN005682,61,37407.38,3.4,CLT,719,619,-100,Empresarial,289929.45,129142.02,13097.93,4124.95,8972.98,0.3149,10,0.301,1.45,2.0,25664.33,0,0,0,0.2712,0.7288,9178.53,0.5632,0.188097,1
LN005683,41,104412.81,17.3,Autonomo,740,770,30,Imobiliario,716194.41,495394.37,716194.41,495394.37,0.0,0.6917,85,0.0867,1.9927,0.5471,905434.29,0,0,0,0.7698,0.2302,495394.37,0.6528,0.023033,1
LN005684,43,34010.4,6.4,CLT,468,467,-1,Imobiliario,193589.5,177682.52,193589.5,177682.52,0.0,0.9178,87,0.1277,2.0,0.6643,267468.13,0,0,0,0.5916,0.4084,177682.52,0.6535,0.088414,1
LN005685,49,91989.29,15.7,CLT,644,670,26,Pessoal,12010.44,6555.58,12010.44,6555.58,0.0,0.5458,20,0.2504,0.0299,2.0,2249.17,0,0,0,0.1512,0.8488,6555.58,0.6743,0.011582,1
LN005686,43,15000.0,10.2,CLT,595,629,34,Empresarial,209897.93,179213.1,5978.55,3892.81,2085.74,0.6511,41,0.3412,2.0,2.0,3911.45,1,90,1,0.1803,0.8197,5054.44,0.5569,0.444513,3
LN005687,59,37661.57,17.4,Servidor_Publico,675,742,67,Pessoal,15709.63,13377.87,15709.63,13377.87,0.0,0.8516,13,0.2549,0.1492,2.0,1280.46,0,0,0,0.078,0.922,13377.87,0.5324,0.002401,1
LN005688,34,48466.08,4.8,CLT,595,500,-95,Veiculos,22997.69,17683.63,22997.69,17683.63,0.0,0.7689,71,0.1689,0.1532,0.6294,28097.64,0,0,0,0.4005,0.5995,17683.63,0.6863,0.012283,1
LN005689,59,168156.64,7.7,Autonomo,815,810,-5,Veiculos,46396.12,34453.54,46396.12,34453.54,0.0,0.7426,63,0.1699,0.0861,0.6552,52586.9,0,0,0,0.5892,0.4108,34453.54,0.6863,0.001755,1
LN005690,32,25339.23,9.1,CLT,641,507,-134,Veiculos,37180.74,28344.2,37180.74,28344.2,0.0,0.7623,36,0.1855,0.4698,0.6785,41776.96,1,45,0,0.5336,0.4664,28344.2,0.5805,0.043175,2
LN005691,40,83796.43,11.5,Aposentado,778,739,-39,Empresarial,48831.94,36818.09,10911.04,2436.96,8474.07,0.2233,8,0.2149,0.1845,2.0,8573.83,0,0,0,0.3904,0.6096,7782.46,0.6308,0.005122,1
LN005692,51,107689.32,11.4,Autonomo,526,561,35,Cartao,5147.84,3932.56,7304.38,3977.87,3326.51,0.5446,13,0.4176,0.0153,2.0,407.15,0,0,0,0.0363,0.9637,6001.71,0.6084,0.029683,1
LN005693,66,33895.3,5.5,Servidor_Publico,613,530,-83,Cartao,6876.84,4432.25,33816.12,4689.36,29126.76,0.1387,19,0.2892,0.0549,2.0,969.48,0,0,0,0.1006,0.8994,18710.46,0.4814,0.017303,1
LN005694,33,42497.88,4.5,Servidor_Publico,570,722,152,Imobiliario,481104.3,248497.45,481104.3,248497.45,0.0,0.5165,185,0.0744,2.0,0.3412,728375.78,0,0,0,0.6691,0.3309,248497.45,0.7036,0.01162,1
LN005695,51,59400.55,9.4,CNPJ,701,687,-14,Imobiliario,512429.81,291451.9,512429.81,291451.9,0.0,0.5688,296,0.0769,2.0,0.4936,590466.78,1,60,0,0.7538,0.2462,291451.9,0.7609,0.162529,2
LN005696,25,20682.33,10.6,Autonomo,495,344,-151,Cartao,9983.71,3783.19,18467.09,13145.59,5321.5,0.7118,36,0.1807,0.0768,2.0,990.18,0,0,0,0.0513,0.9487,16531.76,0.6363,0.096906,2
LN005697,25,40303.07,9.1,CLT,427,464,37,Imobiliario,277875.95,187737.59,277875.95,187737.59,0.0,0.6756,189,0.1245,1.9564,0.4888,384043.29,2,30,0,0.5893,0.4107,187737.59,0.8026,0.262678,2
LN005698,60,124178.19,3.3,Autonomo,568,719,151,Imobiliario,554996.84,256981.36,554996.84,256981.36,0.0,0.463,78,0.0863,0.8692,0.3369,762887.23,3,45,0,0.6552,0.3448,256981.36,0.6037,0.164896,2
LN005699,57,76094.07,10.9,CNPJ,722,539,-183,Cartao,6793.26,2789.25,18019.36,5173.51,12845.84,0.2871,10,0.2525,0.0154,2.0,403.52,0,0,0,0.0538,0.9462,12661.53,0.5829,0.030422,2
LN005700,40,48928.32,14.2,Autonomo,544,582,38,Pessoal,9361.61,2889.5,9361.61,2889.5,0.0,0.3087,47,0.207,0.0248,2.0,802.93,0,0,0,0.1571,0.8429,2889.5,0.5714,0.021907,1
LN005701,53,58308.14,12.4,CNPJ,684,594,-90,Veiculos,40308.35,21108.65,40308.35,21108.65,0.0,0.5237,77,0.0993,0.152,0.4427,47685.6,0,0,0,0.4229,0.5771,21108.65,0.5655,0.004147,1
LN005702,41,79030.45,10.0,Servidor_Publico,565,545,-20,Imobiliario,185232.23,93861.79,185232.23,93861.79,0.0,0.5067,251,0.1017,0.4988,0.3535,265519.3,1,15,0,0.7107,0.2893,93861.79,0.6233,0.021924,1
LN005703,35,89506.51,11.9,CLT,422,308,-114,Imobiliario,206176.11,54372.38,206176.11,54372.38,0.0,0.2637,271,0.063,0.2551,0.191,284601.11,0,0,0,0.7798,0.2202,54372.38,0.5923,0.024124,2
LN005704,43,37734.53,6.9,CLT,760,809,49,Cartao,14158.14,10999.15,18379.21,6143.49,12235.72,0.3343,41,0.1849,0.1224,2.0,689.57,0,0,0,0.0395,0.9605,13451.93,0.5973,0.002603,1
LN005705,37,146909.0,20.5,CLT,734,695,-39,Imobiliario,464068.56,347488.55,464068.56,347488.55,0.0,0.7488,204,0.1112,0.9934,0.532,653161.37,1,30,0,0.6539,0.3461,347488.55,0.6979,0.055298,2
LN005706,62,127468.73,8.1,Servidor_Publico,644,716,72,Veiculos,19721.73,12195.65,19721.73,12195.65,0.0,0.6184,63,0.1724,0.0402,0.5599,21780.19,1,15,0,0.4345,0.5655,12195.65,0.797,0.003442,1
LN005707,42,84138.33,14.5,CLT,655,562,-93,Pessoal,13197.71,8827.56,13197.71,8827.56,0.0,0.6689,36,0.1295,0.0441,2.0,2068.05,1,90,0,0.0876,0.9124,8827.56,0.7393,0.128286,2
LN005708,38,31322.0,24.1,Aposentado,623,592,-31,Veiculos,20441.05,13708.63,20441.05,13708.63,0.0,0.6706,59,0.1461,0.1838,0.625,21934.08,0,0,0,0.5398,0.4602,13708.63,0.7363,0.003547,1
LN005709,48,27913.19,9.8,Autonomo,515,326,-189,Cartao,7757.1,7073.57,22029.86,8746.11,13283.75,0.397,25,0.3444,0.1064,2.0,378.41,2,45,0,0.0512,0.9488,16595.2,0.5909,0.358621,2
LN005710,59,43813.95,17.9,Autonomo,819,998,179,Imobiliario,659976.37,356552.04,659976.37,356552.04,0.0,0.5402,212,0.1273,2.0,0.4702,758309.3,0,0,0,0.6878,0.3122,356552.04,0.6332,0.010065,1
LN005711,35,56359.01,8.0,Autonomo,636,764,128,Veiculos,24911.37,11687.28,24911.37,11687.28,0.0,0.4692,63,0.125,0.0871,0.4298,27192.39,1,45,0,0.4912,0.5088,11687.28,0.6098,0.009515,2
LN005712,68,17162.47,18.0,CLT,697,845,148,Pessoal,17673.67,14845.75,17673.67,14845.75,0.0,0.84,9,0.3237,0.3633,2.0,2145.52,1,30,0,0.0296,0.9704,14845.75,0.6096,0.008349,2
LN005713,45,74723.55,21.9,Autonomo,585,684,99,Imobiliario,279133.73,237645.15,279133.73,237645.15,0.0,0.8514,236,0.084,1.3357,0.5633,421857.03,1,60,0,0.7157,0.2843,237645.15,0.7459,0.110366,2
LN005714,55,125097.72,6.5,CLT,707,647,-60,Empresarial,73985.72,46069.62,15689.77,9414.4,6275.37,0.6,44,0.2111,0.1547,2.0,14331.36,0,0,0,0.1515,0.8485,12662.45,0.5176,0.009153,1
LN005715,69,78803.15,16.9,CLT,798,779,-19,Veiculos,45009.92,38641.83,45009.92,38641.83,0.0,0.8585,18,0.0992,0.206,0.7769,49735.76,0,0,0,0.3774,0.6226,38641.83,0.7665,0.001435,1
LN005716,43,34911.29,24.6,CLT,671,677,6,Pessoal,16168.65,10294.86,16168.65,10294.86,0.0,0.6367,21,0.1564,0.1239,2.0,762.87,0,0,0,0.1218,0.8782,10294.86,0.533,0.006202,1
LN005717,31,32326.34,13.0,CLT,696,709,13,Imobiliario,1137590.23,763792.76,1137590.23,763792.76,0.0,0.6714,128,0.1267,2.0,0.5557,1374408.18,0,0,0,0.7415,0.2585,763792.76,0.7193,0.024144,1
LN005718,59,65834.81,19.7,CLT,764,666,-98,Veiculos,20082.02,2799.23,20082.02,2799.23,0.0,0.1394,45,0.1049,0.0179,0.1156,24218.34,0,0,0,0.3134,0.6866,2799.23,0.5179,0.002789,1
LN005719,22,49038.09,22.2,CLT,741,640,-101,Imobiliario,691054.61,144793.15,691054.61,144793.15,0.0,0.2095,332,0.127,1.2401,0.1884,768719.79,0,0,0,0.5329,0.4671,144793.15,0.6712,0.031589,2
LN005720,44,72256.44,18.3,Aposentado,785,669,-116,Imobiliario,448058.51,299210.75,448058.51,299210.75,0.0,0.6678,149,0.097,1.7392,0.4515,662665.48,0,0,0,0.5217,0.4783,299210.75,0.7472,0.025571,2
LN005721,70,80107.03,7.0,CLT,691,644,-47,Empresarial,58230.53,36607.16,34998.23,8483.35,26514.88,0.2424,18,0.3398,0.1919,2.0,3778.0,0,0,0,0.3606,0.6394,19650.5,0.4212,0.010031,1
LN005722,42,110164.37,14.0,Autonomo,691,652,-39,Pessoal,20810.44,16077.19,20810.44,16077.19,0.0,0.7726,22,0.2339,0.0613,2.0,2017.86,0,0,0,0.1114,0.8886,16077.19,0.6832,0.012616,1
LN005723,56,25955.01,15.0,Autonomo,681,632,-49,Pessoal,7975.99,5383.25,7975.99,5383.25,0.0,0.6749,47,0.2441,0.0871,2.0,1551.12,1,30,0,0.0704,0.9296,5383.25,0.829,0.035669,2
LN005724,48,62570.69,3.0,Autonomo,762,765,3,Empresarial,30794.86,17731.25,20510.39,12709.36,7801.03,0.6197,8,0.1371,0.119,2.0,3574.26,0,0,0,0.2293,0.7707,18179.45,0.7012,0.008079,1
LN005725,32,42776.38,10.2,Autonomo,593,474,-119,Imobiliario,114609.13,25641.56,114609.13,25641.56,0.0,0.2237,71,0.0638,0.2518,0.1606,159679.57,0,0,0,0.7299,0.2701,25641.56,0.6169,0.009824,2
LN005726,37,50811.97,11.9,Aposentado,718,638,-80,Imobiliario,359751.23,175491.98,359751.23,175491.98,0.0,0.4878,272,0.0632,1.4506,0.4283,409722.8,3,15,0,0.7544,0.2456,175491.98,0.6654,0.140537,2
LN005727,48,95022.19,14.3,CLT,948,875,-73,Cartao,16129.68,5816.24,7104.24,3054.71,4049.54,0.43,41,0.4391,0.0257,2.0,1329.17,0,0,0,0.0573,0.9427,4706.65,0.4079,0.002194,1
LN005728,27,101979.98,5.9,CNPJ,696,742,46,Imobiliario,500857.62,388828.79,500857.62,388828.79,0.0,0.7763,129,0.1056,1.6014,0.5798,670615.07,0,0,0,0.7451,0.2549,388828.79,0.7316,0.019205,1
LN005729,42,134455.47,9.8,CLT,494,493,-1,Cartao,7533.42,5672.1,16912.01,7327.27,9584.73,0.4333,36,0.2719,0.0177,2.0,1025.78,0,0,0,0.0902,0.9098,14004.0,0.6966,0.020891,1
LN005730,42,71441.46,12.4,CLT,612,622,10,Veiculos,31313.35,27101.86,31313.35,27101.86,0.0,0.8655,17,0.1962,0.1593,0.6748,40161.8,0,0,0,0.4044,0.5956,27101.86,0.6211,0.004165,1
LN005731,63,50437.44,8.6,CLT,730,644,-86,Imobiliario,110399.58,55375.4,110399.58,55375.4,0.0,0.5016,264,0.1232,0.4611,0.4463,124067.56,1,120,0,0.8472,0.1528,55375.4,0.6096,0.09922,2
